Query,Questions,Ground truth,Unnamed: 3,LLM+RAG+Name
227,Kapan daftar terakhir di tahun ini? ,Pendaftaran terakhir setiap tahun ada di bulan Agustus.,Pendaftaran mahasiswa baru,"Selamat datang di Program Studi Informatika UHN I Gusti Bagus Sugriwa! Terima kasih atas pertanyaannya.

Mengenai jadwal pendaftaran terakhir untuk tahun ajaran ini, biasanya informasi tersebut akan diumumkan melalui beberapa saluran resmi:

1. **Website Resmi**: Kunjungi website UHN I Gusti Bagus Sugriwa ([https://uhn.ac.id/](https://uhn.ac.id/)) dan cari bagian Informasi Akademik atau Penerimaan Mahasiswa Baru.
2. **Media Sosial**: Ikuti akun Instagram (@uhn_sugriwa), Facebook (UNH I Gusti Bagus Sugriwa), atau Twitter (@UHN_Sugriwa) untuk update terkini.
3. **Papan Pengumuman Kampus**: Periksa papan pengumuman di area kampus utama atau fakultas.
4. **Email**: Jika Anda sudah mendaftar sebagai calon mahasiswa, periksa email yang terdaftar dengan nama domain @uhn.ac.id.

Untuk mendapatkan informasi yang paling akurat, disarankan untuk menghubungi langsung"
229,Berapa biaya kuliah di UHN untuk jurusan informatika? ,"Program Studi Informatika di UHN I Gusti Bagus Sugriwa Denpasar ya! Biayanya lumayan terjangkau kok. Untuk S1, ada sistem UKT mulai dari Rp700 ribu sampai Rp1,4 juta per semester, tergantung kondisi keluarga. Tidak ada biaya gedung atau SKS, serta ujian dan wisuda juga gratis.",Biaya,"Halo! Terima kasih sudah bertanya tentang biaya kuliah di Program Studi Informatika UHN I Gusti Bagus Sugriwa Denpasar.

Berdasarkan informasi yang tersedia, biaya kuliah di program Informatika UHN I Gusti Bagus Sugriwa Denpasar menggunakan sistem Uang Kuliah Tunggal (UKT). Biayanya bervariasi antara Rp 700.000 hingga Rp 1.400.000 per semester, tergantung pada kondisi ekonomi keluarga Anda. 

Yang menariknya, selain biaya kuliah, mahasiswa juga tidak perlu membayar biaya uang gedung dan biaya SKS. Fasilitas seperti ujian dan wisuda juga gratis. Sistem UKT ini memang dirancang supaya pendidikan tinggi bisa diakses lebih luas tanpa mengorbankan kualitas pembelajaran.

Untuk informasi yang lebih akurat dan terkini, sebaiknya Anda langsung menghubungi bagian keuangan atau kantor penerimaan mahasiswa UHN I Gusti Bagus Sugriwa Denpasar ya. Mereka"
230,Apakah ada beasiswa di jurusan Informatika? ,"ada Beasiswa DIPA UHN sekitar Rp2,5 juta per tahun dan Beasiswa PIPK sekitar Rp13,2 juta per tahun untuk 250 mahasiswa tiap tahun. Beasiswa PIPK ini khusus buat mahasiswa dari keluarga kurang mampu.",Beasiswa,"Selamat datang di Universitas Hindu Negeri (UHN) I Gusti Bagus Sugriwa Denpasar! Senang sekali Anda tertarik dengan Program Studi Informatika kami.

Ya, tentu saja ada beasiswa yang tersedia untuk mahasiswa Informatika di UHN I Gusti Bagus Sugriwa. Berdasarkan informasi yang tersedia, terdapat dua jenis beasiswa utama:

1. **Beasiswa DIPA UHN IGB Sugriwa Denpasar**: Beasiswa ini disediakan langsung oleh universitas melalui Dana Isian Pelaksanaan Anggaran (DIPA), dengan nilai Rp 2.500.000 per tahun. Beasiswa ini dapat diperoleh jika Anda memiliki prestasi akademik yang baik atau memerlukan dukungan finansial.

2. **Program Indonesia Pintar Kuliah (PIPK)**: Program ini merupakan inisiatif pemerintah yang memberikan bantuan hingga Rp 13.200.000 per tahun, mencakup biaya kuliah dan biaya hidup. PIPK ditujukan untuk mahasiswa dari keluarga kurang mampu. Untuk tahun a"
232,Apa. Aja mata kuliah di jurusan informatika? ,"Secara umum, terdapat matakuliah pengelolaan dan pengembangan perangkat lunak, pemrograman, pengelolaan basis data, kecerdasan buatan, matematika, jaringan komputer, logika, ada bahasa, agama, dan pancasila juga.",Matakuliah,"Selamat datang di Program Studi Informatika Universitas Hindu Indonesia (UHI) I Gusti Bagus Sugriwa! Senang sekali Anda tertarik untuk mengetahui lebih lanjut mengenai mata kuliah yang kami tawarkan.

Sebagai lulusan dari program ini, Anda akan memiliki kesempatan luas dalam bidang **Programming dan Pengembangan Perangkat Lunak**, termasuk sebagai *AI Engineer* atau *Software Engineer*. Selain itu, Anda juga bisa berkarir sebagai *Instruktur* atau *Asisten Peneliti* di bidang Informatika/Ilmu Komputer.

Mata kuliah inti yang biasanya ada di jurusan Informatika meliputi:

1.  **Pemrograman Dasar**: Penguasaan bahasa pemrograman seperti Python, Java, C++, serta konsep-konsep dasar pemrograman.
2.  **Struktur Data dan Algoritma**: Memahami cara menyimpan dan memproses data secara efisien.
3.  **Basis Data**: Mengelola informasi dengan database relasional dan non-relasional.
4.  **Jaringan Komputer"
233,apa sih itu informatika,"Informatika di UHN Sugriwa adalah program studi yang menghasilkan lulusan yang mampu menciptakan perangkat lunak, aplikasi bidang AI, atau teknologi lainnya, atau disebut juga Lulusan bisa bekerja sebagai AI Engineer, Software Engineer, Asisten Peneliti. Sehingga bisa membantu mempermudah kehidupan atau pekerjaan masyarakat.",Profil,"Halo! Selamat datang di Program Studi Informatika UHN I Gusti Bagus Sugriwa!

Jawabannya sederhana saja: Informatika itu seperti cara kita mengolah informasi dengan bantuan komputer. Bayangkan kamu punya banyak data – misalnya daftar nama murid, catatan nilai, atau resep masakan keluarga. Informatika membantu kita menyusun, menyimpan, dan mengatur semua itu agar lebih mudah dipahami.

Di UHN Sugriwa, kita tidak hanya belajar dasar-dasarnya, tapi juga bagaimana membuat program komputer sendiri (perangkat lunak), membuat mesin pintar (AI) yang bisa belajar, dan bahkan menerapkan teknologi ini untuk kebutuhan sehari-hari yang berkaitan dengan budaya kita. Misalnya, kita bisa bikin aplikasi yang membantu melestarikan cerita rakyat Bali, atau sistem yang memudahkan petani lokal menjual hasil panen mereka secara online.

Intinya, informatika adalah kunci untuk menghadapi dunia digital zaman sekarang. Apakah ada hal spesifik yang ingin kamu"
239,habis tamat informatika biasanya kerja di bagian apa?,"Setelah lulus, Setelah lulus dari Prodi Informatika UHN I Gusti Bagus Sugriwa Denpasar, bisa bekerja sebagai AI Engineer, Software Engineer, Asisten Peneliti, atau instruktur IT. Bisa bekerja pada berbagai bidang usaha, baik kesehatan, pemerintahan, pendidikan, Bank, e-commerce, pariwisata, atau software house, dan lain sebagainya.",Bidang Kerja,"Halo! Selamat datang di Program Studi Informatika UHN I Gusti Bagus Sugriwa Denpasar!

Berdasarkan informasi dari deskripsi program studi, setelah menyelesaikan pendidikan Informatika di UHN, Anda akan memiliki banyak pilihan karir yang menarik. Secara umum, lulusan informatika seringkali bekerja di bidang-bidang seperti:

1. **Pengembangan Perangkat Lunak:** Sebagai *Web Developer* atau *Mobile App Developer*, Anda bisa membuat aplikasi web atau aplikasi seluler.
2. **Analisis Sistem:** Sebagai *System Analyst*, Anda akan membantu perusahaan memahami dan meningkatkan sistem komputernya.
3. **Manajemen Data:** Sebagai *Database Administrator*, Anda bertugas mengelola dan merawat data penting sebuah organisasi.
4. **Konsultasi Teknologi:** Sebagai *IT Consultant*, Anda memberikan saran teknologi kepada perusahaan untuk meningkatkan efisiensi mereka.

Selain itu, ada juga profesi seperti *Data Scientist* yang semakin dibutuhkan karena kemampuan analisis data"
241,range gajinya berapa?,"Gaji lulusan informatika sangat variatif. Fresh graduated bisa memiliki gaji berkisar antara 3-6 juta, sedangkan senior developer bisa memiliki gaji lebih dari 15 juta rupiah.",Gaji,"Halo! Senang bertemu dengan Anda dari Program Studi Informatika UHN I Gusti Bagus Sugriwa. Pertanyaan Anda mengenai rentang gaji untuk fresh graduate sangat penting dan relevan.

Berdasarkan informasi yang tersedia, kisaran gaji bulanan untuk fresh graduate atau lulusan baru (pengalaman 0-2 tahun) di bidang Informatika umumnya berkisar antara **Rp6.000.000 hingga Rp15.000.000**. Perlu diingat bahwa angka ini dapat bervariasi signifikan tergantung beberapa faktor:

1. **Jenis Perusahaan**: 
  - Startup besar atau perusahaan teknologi (fintech, e-commerce, dll.) cenderung menawarkan gaji lebih tinggi, seringkali mendekati ujung atas rentang tersebut.
  - Perusahaan tradisional mungkin menawarkan gaji di bagian bawah rentang tersebut.

2. **Lokasi Kerja**: Gaji di Jakarta dan kota-kota besar lainnya umumnya lebih tinggi dibandingkan daerah lain.

3. **Spesialis"
245,"halo, berikan saya informasi tentang prodi informatikan disana","Informatika di UHN Sugriwa adalah program studi yang menghasilkan lulusan yang mampu menciptakan perangkat lunak, aplikasi bidang AI, atau teknologi lainnya, atau disebut juga Lulusan bisa bekerja sebagai AI Engineer, Software Engineer, Asisten Peneliti. Sehingga bisa membantu mempermudah kehidupan atau pekerjaan masyarakat.",Profil,"Halo! Terima kasih sudah bertanya tentang Program Studi Informatika di Universitas Hindu Indonesia (UHN) I Gusti Bagus Sugriwa.

Program Studi Informatika di UHN I Gusti Bagus Sugriwa menawarkan pendidikan komprehensif dalam bidang ilmu komputer modern. Berikut beberapa informasi penting:

**Kurikulum:** Kurikulum kami dirancang untuk mengembangkan kemampuan analisis, pemecahan masalah, dan pemrograman. Mata kuliah inti mencakup Algoritma dan Struktur Data, Sistem Operasi, Basis Data, Jaringan Komputer, Pemrograman Web, serta keamanan siber. Kami juga menekankan pembelajaran praktis melalui proyek-proyek nyata dan kerjasama dengan industri.

**Fokus Khusus:** Kami memiliki fokus pada pengembangan aplikasi mobile, pengolahan bahasa alami, dan kecerdasan buatan. Mahasiswa juga dapat memilih spesialisasi sesuai minat mereka, seperti pengembangan web, jaringan, atau sistem basis data.

**Lulusan:** Lulusan In"
247,apa detail lainnya?,"Informatika di UHN Sugriwa adalah program studi yang menghasilkan lulusan yang mampu menciptakan perangkat lunak, aplikasi bidang AI, atau teknologi lainnya, atau disebut juga Lulusan bisa bekerja sebagai AI Engineer, Software Engineer, Asisten Peneliti. Sehingga bisa membantu mempermudah kehidupan atau pekerjaan masyarakat.",Profil,"Selamat datang di Program Studi Informatika Universitas Harapan Negeri I Gusti Bagus Sugriwa! Senang sekali Anda tertarik dengan program kami. Berikut ini beberapa informasi tambahan yang mungkin bermanfaat bagi Anda:

**1. Kurikulum dan Spesialisasi:**
- Kami menawarkan kurikulum yang fleksibel dengan fokus pada pengembangan kompetensi praktis. Mata kuliah inti mencakup pemrograman, basis data, jaringan komputer, dan sistem terdistribusi.
- Mahasiswa dapat memilih spesialisasi seperti:
  * **Pengembangan Aplikasi Web & Mobile:** Fokus pada pembuatan aplikasi web dan mobile menggunakan teknologi terkini seperti React.js, Flutter, atau Node.js.
  * **Keamanan Siber:** Mempelajari ancaman siber, perlindungan data, dan etika keamanan digital.
  * **Data Science & Analytics:** Menggunakan Python, R, dan algoritma machine learning untuk analisis data bisnis dan penelitian ilmiah.

**2. Infrastruktur dan Laboratorium:**
- Kampus"
248,kelasnya pagi atau malam?,Seluruh perkuliahan dilaksanakan antara pukul 08.00-17.00 WITA.,Pelaksanaan Kuliah,"Halo! Terima kasih atas pertanyaannya. Berdasarkan informasi yang Anda berikan, jadwal kuliah di Program Studi Informatika Universitas Harapan Nusa (UHN) I Gusti Bagus Sugriwa menggunakan sistem paket mata kuliah. Ini berarti jadwal kuliah telah ditentukan secara khusus untuk setiap angkatan dan kelompok kelas.

Jadwal perkuliahan biasanya dimulai pukul 07.30 dan berakhir pukul 17.00. Penting untuk diketahui bahwa:

1. **Pergantian Dosen:** Jadwal perkuliahan dapat berubah jika ada pergantian dosen.
2. **Variasi Setiap Minggu:** Meskipun umumnya ada jam kuliah pagi, tidak semua mahasiswa memiliki jadwal yang sama setiap hari dalam seminggu. Beberapa mungkin memiliki kombinasi jam pagi dan sore, tergantung pada mata kuliah yang dipilih.

Untuk mendapatkan jadwal kuliah yang spesifik untuk Anda sebagai mahasiswa baru, disarankan untuk:

*  Mengakses portal akademik universitas (misal"
250, informasi jurusan informatika di uhn,"Informatika di UHN Sugriwa adalah program studi yang menghasilkan lulusan yang mampu menciptakan perangkat lunak, aplikasi bidang AI, atau teknologi lainnya, atau disebut juga Lulusan bisa bekerja sebagai AI Engineer, Software Engineer, Asisten Peneliti. Sehingga bisa membantu mempermudah kehidupan atau pekerjaan masyarakat. Saat ini Akreditasi Prodi ini adalah Baik. Jumlah mahasiswa sebanyak 80 orang. Kampus ada di Bangli dan di Denpasar.",Profil,"Selamat datang di Program Studi Informatika Universitas Hindu Indonesia (UHN) I Gusti Bagus Sugriwa! Senang sekali Anda tertarik untuk mengetahui lebih banyak tentang program studi kami.

Seperti yang telah dijelaskan dalam deskripsi tersebut, kami menawarkan pendidikan informatika yang komprehensif dengan fokus pada tiga area utama:

1. **Pengembangan Perangkat Lunak**: Mahasiswa akan belajar merancang, membuat, dan menguji aplikasi serta sistem perangkat lunak.
2. **Kecerdasan Buatan (AI)**: Kami membekali mahasiswa dengan pemahaman mendalam tentang algoritma, pembelajaran mesin, dan penerapan AI dalam berbagai bidang.
3. **Sistem Komputasi**: Materi ini mencakup arsitektur komputer, jaringan, database, dan infrastruktur IT.

Lebih dari sekadar keterampilan teknis, kami menekankan pentingnya kemampuan berpikir logis, sistematis, dan analitis – keterampilan yang sangat dibutuhkan untuk memecahkan masalah kompleks."
255,Apa saja yang akan saya pelajari dalam jurusan informatika?,"Berkuliah di Informatika akan belajar mengenai pengembangan perangkat lunak, bahasa pemrograman seperti PHP, HMTL, CSS, Javascript, Java, maupun Python. Belajar pengembangan web, pengembangan sistem cerdas, AI, sistem informasi, basis data, jaringan komputer. Masih banyak hal lain juga yang dipelajari di Informatika UHN I Gusti Bagus Sugriwa Denpasar yang berguna untuk mengembangkan teknologi dan membantu masyarakat",Belajar apa?,"Halo! Selamat datang di Program Studi Informatika Universitas Hindu Indonesia (UHN) I Gusti Bagus Sugriwa Denpasar. Senang sekali Anda tertarik untuk mengetahui lebih lanjut mengenai apa yang akan Anda pelajari.

Dalam program studi Informatika di UHN, Anda akan mendapatkan pendidikan komprehensif yang mencakup dasar-dasar ilmu komputer seperti pemrograman, algoritma, struktur data, sistem operasi, dan basis data. Kami juga memperluas cakrawala dengan mata kuliah terkini seperti kecerdasan buatan (AI), analisis data, dan pengembangan web serta aplikasi mobile. 

Yang membuat kami istimewa adalah kurikulum yang tidak hanya fokus pada teknologi global, tetapi juga mengintegrasikan nilai-nilai budaya Bali dan Indonesia. Misalnya, kita seringkali menerapkan prinsip-prinsip gotong royong dan harmoni dalam proyek-proyek tim, serta menggunakan bahasa Pemrograman Python yang mudah dipelajari untuk membangun solusi inovatif yang"
258,Saya ingin bertanya tentang kesempatan magang,"Iya, ada praktik lapangan atau magang yang dilaksanakan selama 2-3 bulan. Ada pula praktikum matakuliah yang merupakan bagian dari perkuliahan",magang/ kerja praktek,"Selamat datang di Program Studi Informatika Universitas Hindu Negeri (UHN) I Gusti Bagus Sugriwa! Senang sekali Anda tertarik dengan program magang kami.

Berdasarkan informasi yang Anda berikan, ada beberapa pilihan tempat magang yang tersedia untuk mahasiswa Informatika di tahun 2024:

1. **Software House:** Perusahaan-perusahaan ini biasanya menawarkan pengalaman praktis dalam pengembangan perangkat lunak, analisis data, dan pemecahan masalah teknis.
2. **Kantor Pemerintahan:** Magang di sini bisa memberikan wawasan tentang aplikasi teknologi dalam layanan publik dan sistem administrasi negara.
3. **Kantor Desa:** Pengalaman unik untuk mengaplikasikan IT dalam konteks pembangunan desa dan digitalisasi layanan masyarakat.
4. **Unit TIPD (Teknologi Informasi dan Penerapan Data) Kampus:** Kesempatan untuk belajar langsung dari staf IT universitas dan terlibat dalam proyek-proyek internal.
5. **BUMN (Badan Usaha Milik"
260,Gimana cara ikut magang ya?,"Magang atau kerja praktek dilaksanakan setelah menemuh 90 SKS selama 2-3 bulan. Mahasiswa mencari tempat magang secara mandiri, kemudian proses administrasi diurus bersama dengan kampus",magang/ kerja praktek,"Halo! Senang sekali Anda tertarik untuk melakukan magang di Program Studi Informatika UHN I Gusti Bagus Sugriwa. Berikut panduan langkah demi langkah untuk mendaftar:

1. **Persyaratan Awal**:
  - Pastikan Anda sudah menyelesaikan minimal 120 SKS (SKS) dari semester 4.
  - Siapkan transkrip nilai (IPK minimal 2.75).
  - Buat surat permohonan magang yang ditandatangani oleh Ketua Jurusan.

2. **Pemilihan Lokasi Magang**:
  - Pilihlah tempat magang yang relevan dengan bidang informatika (misalnya, perusahaan teknologi, startup, atau lembaga penelitian). 
  - Lokasi magang harus disetujui oleh Ketua Jurusan. Jadi, pastikan Anda mendiskusikan pilihan Anda dengannya sebelum mengajukan permohonan.

3. **Proses Pengajuan**:
  - Ajukan proposal magang yang mencakup tujuan, rencana kegiatan, dan perkiraan hasil yang ingin dicapai."
